question_id,statement,human_labels,alternative_label,lean4_status,models_supporting_alternative_label,supporting_model_count
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",appeal to emotion,fallacy of extension,lean_pass,openai/gpt-5,1
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",appeal to emotion,false causality,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,14
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",appeal to emotion,false dilemma,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; x-ai_grok-4-fast,6
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",appeal to emotion,faulty generalization,lean_pass,deepseek/deepseek-r1; gemini-pro-non; openai/gpt-oss-120b,3
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,appeal to emotion,ad populum,lean_pass,openai/gpt-5,1
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,appeal to emotion,fallacy of credibility,lean_pass,gemini-flash-non; qwen/qwen3-235b-a22b-thinking-2507,2
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,appeal to emotion,fallacy of extension,lean_pass,qwen_qwen3-235b-a22b-2507,1
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,appeal to emotion,false causality,lean_pass,deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,appeal to emotion,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b,7
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,appeal to emotion,fallacy of extension,lean_pass,gemini-flash-non; gemini-pro-thinking,2
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,appeal to emotion,fallacy of logic,lean_pass,deepseek/deepseek-r1,1
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,appeal to emotion,fallacy of relevance,lean_pass,openai/gpt-5,1
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,appeal to emotion,false causality,lean_pass,gemini-flash-thinking; gemini-pro-non; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,5
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,appeal to emotion,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; x-ai_grok-4-fast,6
25,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet .",appeal to emotion,fallacy of extension,lean_pass,qwen_qwen3-235b-a22b-2507,1
25,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet .",appeal to emotion,fallacy of logic,lean_pass,gemini-flash-thinking,1
25,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet .",appeal to emotion,fallacy of relevance,lean_pass,moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b,3
25,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet .",appeal to emotion,false causality,lean_pass,moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; x-ai_grok-4-fast,3
25,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet .",appeal to emotion,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507,9
26,"That combination is deadly : thanks to sea-level rise due to climate change , flooding is going to get much worse .",appeal to emotion,false causality,lean_pass,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
26,"That combination is deadly : thanks to sea-level rise due to climate change , flooding is going to get much worse .",appeal to emotion,faulty generalization,lean_pass,moonshotai/kimi-k2-thinking; openai/gpt-5,2
27,"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added .",appeal to emotion,false causality,lean_pass,x-ai_grok-4-fast,1
27,"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added .",appeal to emotion,faulty generalization,lean_pass,x-ai_grok-4-fast,1
28,"Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 .",appeal to emotion,false causality,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
28,"Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 .",appeal to emotion,faulty generalization,lean_pass,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
29,"At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer .",appeal to emotion; faulty generalization,equivocation,lean_pass,gemini-pro-non,1
29,"At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer .",appeal to emotion; faulty generalization,false causality,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,13
30,"They live in a world where conditions are so extreme that fire seasons in the northern and southern hemispheres overlap , stretching resources at a time when they ’ re needed most .",appeal to emotion,false causality,lean_pass,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,11
30,"They live in a world where conditions are so extreme that fire seasons in the northern and southern hemispheres overlap , stretching resources at a time when they ’ re needed most .",appeal to emotion,faulty generalization,lean_pass,gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5,3
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,ad populum,lean_pass,openai/gpt-5,1
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,appeal to emotion,lean_pass,moonshotai/kimi-k2-thinking,1
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,equivocation,lean_pass,x-ai_grok-4-fast,1
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,fallacy of extension,lean_pass,gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking,3
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,fallacy of logic,lean_pass,gemini-flash-non; x-ai/grok-4-fast-thinking,2
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,false causality,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,11
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,false dilemma,lean_pass,deepseek/deepseek-chat-v3.1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; x-ai/grok-4-fast-thinking,6
31,"It should go without saying that if scientists can not yet make accurate predictions about future climate change , then their understanding of climate science remains highly incomplete .",circular reasoning,faulty generalization,lean_pass,gemini-flash-non; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,7
33,"Peatland fires in Indonesia in 1997 , for instance , added to the global CO2 release by up to 40 percent , and more burning only means more warming only means more burning .",circular reasoning,appeal to emotion,lean_pass,gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking,3
33,"Peatland fires in Indonesia in 1997 , for instance , added to the global CO2 release by up to 40 percent , and more burning only means more warming only means more burning .",circular reasoning,fallacy of logic,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1,2
